deviceDeploymentID,deviceID,deviceType,deviceDescription,deviceExtra,pollutant,units,dataIngestSource,dataIngestURL,dataIngestUnitID,dataIngestExtra,dataIngestDescription,locationID,locationName,longitude,latitude,elevation,countryCode,stateCode,countyName,timezone,houseNumber,street,city,zip,AQSID,fullAQSID,airnow_stationID,airnow_parameterName,airnow_monitorType,airnow_siteCode,airnow_status,airnow_agencyID,airnow_agencyName,airnow_EPARegion,airnow_GMTOffsetHours,airnow_CBSA_ID,airnow_CBSA_Name,airnow_stateAQSCode,airnow_countyAQSCode,airnow_MSAName,address,airnow_countryFIPS,airnow_stateAbbreviation,deploymentType,airnow_FIPSMSACode,airnow_countryCode,airnow_stateCode,airnow_timezone,airnow_houseNumber,airnow_street,airnow_city,airnow_zip
e5d75388f0cfcbf6_840530470013,840530470013,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e5d75388f0cfcbf6,Omak-Colville Tribe,-119.518959,48.39999,262.9,US,WA,Okanogan,America/Los_Angeles,,8th Avenue East,Omak,98841,530470013,840530470013,530470013,PM2.5,Permanent,0013,Active,WA1,Washington Department of Ecology,R10,-8,,,53,047,,"8th Avenue East, Omak, WA 98841, United States of America",,,Permanent,,,,,,,,
e5f5711c820ca393_840530010003,840530010003,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e5f5711c820ca393,Ritzville-Alder St ,-118.381897,47.127998,550.2,US,WA,Adams,America/Los_Angeles,298,North Washington Street,Ritzville,99169,530010003,840530010003,530010003,PM2.5,Permanent,0003,Active,WA1,Washington Department of Ecology,R10,-8,,,53,001,,"298 North Washington Street, Ritzville, WA 99169, United States of America",,,Permanent,,,,,,,,
e618d83692f76cdb_840210373002,840210373002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e618d83692f76cdb,NKU,-84.4744,39.0217,250.92,US,KY,Campbell,America/New_York,,unnamed road,,41099,210373002,840210373002,210373002,PM2.5,Permanent,3002,Active,KY1,Kentucky DEP,R4,-5,17140," Cincinnati-Middletown, OH-KY-IN ",21,037,,"unnamed road, Campbell County, KY 41099, United States of America",,,Permanent,,,,,,,,
e637e52900ac59f1_124000105301,124000105301,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e637e52900ac59f1,Langdale Elementary,-123.479185,49.438848,70.2,CA,BC,,America/Vancouver,,Johnson Road,,V0N 1V9,000105301,124000105301,000105301,PM2.5,Permanent,5301,Active,BC1,British Columbia Ministry of Environment,CA,-8,,,00,010,,"Johnson at Forbes (NB), Johnson Road, Area F (West Howe Sound), BC V0N 1V9, Canada",,,Permanent,,,,,,,,
e6ef5d0eb61b5c4b_840121035002,840121035002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e6ef5d0eb61b5c4b,John A. Chesnut Sr. Park,-82.7008,28.0903,2.55,US,FL,Pinellas,America/New_York,3838,Sandy Point Road,East Lake,34685,121035002,840121035002,121035002,PM2.5,Permanent,5002,Active,FL1,Florida Dept. of Environmental Protection,R4,-5,45300," Tampa-St. Petersburg-Clearwater, FL ",12,103,,"3838 Sandy Point Road, East Lake, FL 34685, United States of America",,,Permanent,,,,,,,,
e705ada0158252e8_840330050007,840330050007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e705ada0158252e8,Keene,-72.272332,42.930521,152.8,US,NH,Cheshire,America/New_York,,Cheshire Rail Trail,,03435,330050007,840330050007,330050007,PM2.5,Permanent,0007,Active,NH1,New Hampshire Dept. of Environmental Services,R1,-5,28300," Keene, NH ",33,005,,"Cheshire Rail Trail, Keene, NH 03435, United States of America",,,Permanent,,,,,,,,
e75eb5a890d2b10e_840060850002,840060850002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e75eb5a890d2b10e,Gilory - 9th Street,-121.574684,36.999571,62.8,US,CA,Santa Clara,America/Los_Angeles,600,West 8th Street,,95020,060850002,840060850002,060850002,PM2.5,Permanent,0002,Active,CA2,San Francisco Bay Area AQMD,R9,-8,41940," San Jose-Sunnyvale-Santa Clara, CA ",06,085,,"Glen View School, 600 West 8th Street, Gilroy, CA 95020, United States of America",,,Permanent,,,,,,,,
e790f4f5625881c6_840410410004,840410410004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e790f4f5625881c6,Toledo NE Hwy20 & NW A St,-123.940064,44.624399,4,US,OR,Lincoln,America/Los_Angeles,,Old US Highway 20,,97391,840410410004,840410410004,840410410004,PM2.5,Permanent,0004,Active,OR1,Oregon Dept. of Environmental Quality,,,,,,,,"Toledo Police Department, Old US Highway 20, Toledo, Lincoln County, OR 97391, United States of America",,,Permanent,,,,,,,,
e7a5a21e9df7fc59_840483750320,840483750320,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e7a5a21e9df7fc59,Amarillo Texas A&M C320,-101.9083,35.2006,1122.7,US,TX,Potter,America/Chicago,6500,West Amarillo Boulevard,,79106,483750320,840483750320,483750320,PM2.5,Permanent,0320,Active,TX1,Texas Commission on Environmental Quality,R6,-6,11100," Amarillo, TX ",48,375,,"Texas A&M AgriLife Research and Extension Center, 6500 West Amarillo Boulevard, Amarillo, TX 79106, United States of America",,,Permanent,,,,,,,,
e800226712b57996_840530639999,840530639999,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e800226712b57996,Airway Heights-West 12th (US),-117.589027,47.645351,729.3,US,WA,Spokane,America/Los_Angeles,,West 12th Avenue,Airway Heights,99001,530639999,840530639999,530639999,PM2.5,Permanent,9999,Active,WA1,Washington Department of Ecology,R10,-8,,,53,063,,"Sunset Elementary School, West 12th Avenue, Airway Heights, WA 99001, United States of America",,,Permanent,,,,,,,,
e85fddd1d9a3dc6c_840060290014,840060290014,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e85fddd1d9a3dc6c,Bakersfield - California Ave,-119.062613,35.356615,118.97,US,CA,Kern,America/Los_Angeles,,Kleinpell Avenue,,93309-2671,060290014,840060290014,060290014,PM2.5,Permanent,0014,Active,CA8,California Air Resources Board,R9,-8,12540," Bakersfield, CA ",06,029,,"Wayne Van Horn Elementary School, Kleinpell Avenue, Kern City, Bakersfield, CA 93309-2671, United States of America",,,Permanent,,,,,,,,
e8807bf768587eb7_124000054901,124000054901,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e8807bf768587eb7,La Patrie - Ditton,-71.2514,45.3733,477.9,CA,QC,,America/Toronto,,Chemin du Petit Canada Ouest,,J0B 1Y0,000054901,124000054901,000054901,PM2.5,Permanent,4901,Active,QC1,Canada-Quebec1,CA,-5,,,00,005,,"Chemin du Petit Canada Ouest, La Patrie, QC J0B 1Y0, Canada",,,Permanent,,,,,,,,
e887ae9398a7d5bc_48480011G014,48480011G014,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e887ae9398a7d5bc,Estación San Luis de la Paz,-100.51557,21.298874,613.1,MX,GUA,,America/Mexico_City,116,Calle Morelos,San Luis de la Paz,37900,80011G014,48480011G014,80011G014,PM2.5,Permanent,G014,Active,IEG,Secretaría de Medio Ambiente y Ordenamiento Territorial,MX,-6,,,80,011,,"Calle Morelos 116, Zona centro, 37900 San Luis de la Paz, GUA, Mexico",,,Permanent,,,,,,,,
e88ff2eb5506b64a_840120570112,840120570112,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e88ff2eb5506b64a,APOLLO BEACH,-82.419835,27.779712,2.01,US,FL,Hillsborough,America/New_York,6530,Dolphin Cove Drive,,33572,120570112,840120570112,120570112,PM2.5,Permanent,0112,Active,FL4,Hillsborough County - Tampa,R4,-5,,,12,057,,"6530 Dolphin Cove Drive, Hillsborough County, FL 33572, United States of America",,,Permanent,,,,,,,,
e8f51a06e13bb794_840391351001,840391351001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e8f51a06e13bb794,Preble NCore,-84.72049,39.83562,354.07,US,OH,Preble,America/New_York,,Eaton Gettysburg Road,,45347,391351001,840391351001,391351001,PM2.5,Permanent,1001,Active,OH1,Ohio EPA-DAPC,R5,-5,19380," Dayton, OH ",39,135,,"National Trail Local Schools, Eaton Gettysburg Road, Gettysburg, Preble County, OH 45347, United States of America",,,Permanent,,,,,,,,
e8f98ea69c1a4ed8_840060192008,840060192008,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e8f98ea69c1a4ed8,Huron,-120.0991,36.1994,112.34,US,CA,Fresno,America/Los_Angeles,16785,4th Street,,93234,060192008,840060192008,060192008,PM2.5,Permanent,2008,Active,CA6,San Joaquin Valley Unified APCD,R9,-8,,,06,019,,"16785 4th Street, Huron, CA 93234, United States of America",,,Permanent,,,,,,,,
e90edb8a281116b0_840260170014,840260170014,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e90edb8a281116b0,BAY CITY,-83.8908,43.5714,390.4,US,MI,Bay,America/Detroit,,30th Street,Bay City,48708,260170014,840260170014,260170014,PM2.5,Permanent,0014,Active,MI1,"Michigan Department of Environment, Great Lakes, and Energy",R5,-5,13020," Bay City, MI ",26,017,,"MacGregor Elementary, 30th Street, Bay City, MI 48708, United States of America",,,Permanent,,,,,,,,
e918c5f6490b092a_124000065801,124000065801,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e918c5f6490b092a,Chatham,-82.2086,42.4033,14.9,CA,ON,,America/Nipigon,,Sussex Street,,N7L 3T5,000065801,124000065801,000065801,PM2.5,Permanent,5801,Active,ON1,Ontario Ministry of the Environment,CA,-5,,,00,006,,"Chatham-Kent Superior Court, Sussex Street, Chatham, ON N7L 3T5, Canada",,,Permanent,,,,,,,,
e9679b74fac7ed17_840MM0079990,840MM0079990,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e9679b74fac7ed17,Cashmere Mobile,-120.473349,47.519989,245.46,US,WA,,America/Los_Angeles,,Foster Street,,98815,840MM0079990,840MM0079990,840MM0079990,PM2.5,Temporary,9990,Active,WA1,Washington Department of Ecology,R10,-8,,,,,,"Cashmere Water Park, Foster Street, Cashmere, Chelan County, WA 98815, United States of America",,,Temporary,,,,,,,,
e97b8e8d0cbcf9ee_124CC0090250,124CC0090250,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e97b8e8d0cbcf9ee,Airdrie,-114.037677,51.268227,0,CA,AB,,America/Edmonton,3101,Chinook Winds Drive SW,,T4B 0P6,124CC0090250,124CC0090250,124CC0090250,PM2.5,Permanent,0250,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,-7,,,,,,"3101 Chinook Winds Drive SW, Airdrie, AB T4B 0P6, Canada",,,Permanent,,,,,,,,
e9b9574d4de55583_840540390020,840540390020,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,e9b9574d4de55583,CHARLESTON,-81.621161,38.346258,181.54,US,WV,Kanawha,America/New_York,1410,Dixie Street,,25311,540390020,840540390020,540390020,PM2.5,Permanent,0020,Active,WV2,West Virginia Division of Air Quality - Wheeling,R3,-5,,,54,039,,"1410 Dixie Street, Charleston, WV 25311, United States of America",,,Permanent,,,,,,,,
ea97c43a94e583aa_840211110080,840211110080,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ea97c43a94e583aa,Carrithers Middle School,-85.5744,38.1825,217.02,US,KY,Jefferson,America/Kentucky/Louisville,,Billtown Road,,40299,211110080,840211110080,211110080,PM2.5,Permanent,0080,Active,KY2,Louisville Metro Air Pollution Control District,R4,-5,,,21,111,,"Carrithers Middle School Parking, Billtown Road, Louisville, KY 40299, United States of America",,,Permanent,,,,,,,,
eaa226174ec3ea6d_840180570007,840180570007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eaa226174ec3ea6d,Fishers,-85.939546000000007,39.960884,244,US,IN,Hamilton,America/Indiana/Indianapolis,12520,East 116th Street,Fishers,46037,180570007,840180570007,180570007,PM2.5,Permanent,0007,Active,IN4,Indiana Dept. of Environmental Management,R5,-5,26900," Indianapolis, IN ",18,057,,"Fishers Health Department Covid-19 Vaccination Site, 12520 East 116th Street, Fishers, IN 46037, United States of America",,,Permanent,,,,,,,,
eac781fa58bb673e_840051190007,840051190007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eac781fa58bb673e,PARR,-92.2758,34.756100000000004,75.72,US,AR,Pulaski,America/Chicago,,Karrott Street,North Little Rock,72114,051190007,840051190007,051190007,PM2.5,Permanent,0007,Active,AR1,Arkansas Department of Environmental Quality,R6,-6,30780," Little Rock-North Little Rock, AR ",05,119,,"Karrott Street, North Little Rock, AR 72114, United States of America",,,Permanent,,,,,,,,
eaca46cdf6e4bd13_840391650007,840391650007,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eaca46cdf6e4bd13,Lebanon,-84.20077,39.42689,298.9,US,OH,Warren,America/New_York,,Park Avenue,Lebanon,45036,391650007,840391650007,391650007,PM2.5,Permanent,0007,Active,OH1,Ohio EPA-DAPC,R5,-5,17140," Cincinnati-Middletown, OH-KY-IN ",39,165,,"Warren County Home, Park Avenue, Lebanon, OH 45036, United States of America",,,Permanent,,,,,,,,
eafa303a7f45eb1c_840340190001,840340190001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eafa303a7f45eb1c,Flemington,-74.806755,40.515251,44.8,US,NJ,Hunterdon,America/New_York,,Old York Road,,08887,340190001,840340190001,340190001,PM2.5,Permanent,0001,Active,NJ1,New Jersey Dept. of Environmental Protection,R2,-5,35620," New York-Northern New Jersey-Long Island, NY-NJ-PA ",34,019,,"Old York Road, Voorhees Corner, Raritan Township, NJ 08887, United States of America",,,Permanent,,,,,,,,
eb666283cc90d71b_840530639995,840530639995,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eb666283cc90d71b,Colbert-Greenbluff,-117.34327,47.808226,577.4,US,WA,Spokane,America/Los_Angeles,,East Green Bluff Road,,,530639995,840530639995,530639995,PM2.5,Permanent,9995,Active,WA3,Spokane Regional Clean Air Agency,R10,-8,44060," Spokane, WA ",53,063,,"Colbert Elementary School, East Green Bluff Road, Spokane County, WA, United States of America",,,Permanent,,,,,,,,
eb9f436d4c7a5a43_840490130002,840490130002,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,eb9f436d4c7a5a43,Roosevelt,-110.009,40.2943,1585.25,US,UT,Duchesne,America/Denver,,West 200 South,Roosevelt,84066,490130002,840490130002,490130002,PM2.5,Permanent,0002,Active,UT1,Utah Department of Environmental Quality,R8,-7,,,49,013,,"West 200 South, Roosevelt, UT 84066, United States of America",,,Permanent,,,,,,,,
ebb36131ab7b2b6f_840230290033,840230290033,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ebb36131ab7b2b6f,Sipayik,-67.060476,44.963459,11.9,US,ME,Washington,America/New_York,188,State Route 190,Perry,04667,840230290033,840230290033,840230290033,PM2.5,Permanent,0033,Active,ME1,Maine Dept. of Environmental Protection,R1,-5,,,23,029,,"188 State Route 190, Perry, ME 04667, United States of America",,,Permanent,,,,,,,,
ec9e5256533c12aa_840320310031,840320310031,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ec9e5256533c12aa,Reno4,-119.795444,39.521918,1360.24,US,NV,Washoe,America/Los_Angeles,,Stewart Street,,89505,840320310031,840320310031,840320310031,PM2.5,Permanent,0031,Active,NV2,Washoe County Health District Air Quality Management Division,R9,-8,39900," Reno-Sparks, NV ",32,031,,"Libby C Booth Elementary School, Stewart Street, Reno, NV 89505, United States of America",,,Permanent,,,,,,,,
ecdafb2086781ebb_124CC0090133,124CC0090133,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ecdafb2086781ebb,Edmonton Woodcroft,-113.562583,53.564411,670.4,CA,AB,,America/Edmonton,13915,115 Avenue NW,,T5M 3M4,CC0090133,124CC0090133,CC0090133,PM2.5,Permanent,0133,Active,AB1,Alberta Environmental Monitoring and Reporting Agency (AEMERA),CA,-7,,,00,009,,"Woodcroft Community League, 13915 115 Avenue NW, Edmonton, AB T5M 3M4, Canada",,,Permanent,,,,,,,,
ed1fab090e40d50d_840210430500,840210430500,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ed1fab090e40d50d,GRAYSON,-82.9883,38.2383,203.78,US,KY,Carter,America/New_York,,,,,210430500,840210430500,210430500,PM2.5,Permanent,0500,Active,KY1,Kentucky DEP,R4,-5,,,21,043,,"Carter County, Kentucky, United States of America",,,Permanent,,,,,,,,
ed2bbee2e8f60c46_840212270009,840212270009,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ed2bbee2e8f60c46,Smiths Grove,-86.21487,37.04926,193.48,US,KY,Warren,America/Chicago,2203,Smiths Grove-Oakland Road,,42159,212270009,840212270009,212270009,PM2.5,Permanent,0009,Active,KY1,Kentucky DEP,R4,-5,,,21,227,,"2203 Smiths Grove-Oakland Road, Smiths Grove, Warren County, KY 42159, United States of America",,,Permanent,,,,,,,,
ed4f92dbf2a98402_840530230001,840530230001,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ed4f92dbf2a98402,Pomeroy-Pataha St,-117.614764,46.474438,550.24,US,WA,Garfield,America/Los_Angeles,,Pataha Street,Pomeroy,99347,840530230001,840530230001,840530230001,PM2.5,Permanent,0001,Active,WA1,Washington Department of Ecology,R10,-8,,,53,023,,"Pataha Street, Pomeroy, WA 99347, United States of America",,,Permanent,,,,,,,,
ed58623ff5158986_840150012020,840150012020,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ed58623ff5158986,Ocean View,-155.778137,19.117561,70.2,US,HI,Hawaii,Pacific/Honolulu,,Orchid Mauka Circle,,96737,150012020,840150012020,150012020,PM2.5,Permanent,2020,Active,HI1,Hawaii State Dept. of Health,R9,-10,25900," Hilo, HI ",15,001,,"Orchid Mauka Circle, Hawaiʻi County, HI 96737, United States of America",,,Permanent,,,,,,,,
ed849410fd71e39a_840191630015,840191630015,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ed849410fd71e39a,"Davenport, 10th & Vine",-90.587502,41.529999,214.15,US,IA,Scott,America/Chicago,1027,North Marquette Street,,52804,191630015,840191630015,191630015,PM2.5,Permanent,0015,Active,IA1,Iowa DNR,R7,-6,19340," Davenport-Moline-Rock Island, IA-IL ",19,163,,"Jefferson Elementary School, 1027 North Marquette Street, Davenport, IA 52804, United States of America",,,Permanent,,,,,,,,
edf54a9bb5c71bd5_840560130099,840560130099,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,edf54a9bb5c71bd5,South Pass,-108.7203,42.5275,2527.5,US,WY,Fremont,America/Denver,,Atlantic City Road,,,560130099,840560130099,560130099,PM2.5,Permanent,0099,Active,WY1,Wyoming Department of Environmental Quality,R8,-7,40180," Riverton, WY ",56,013,,"Atlantic City Road, Fremont County, WY, United States of America",,,Permanent,,,,,,,,
ee035d52572b24bd_840530050004,840530050004,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ee035d52572b24bd,Prosser-Highland Dr,-119.75267,46.2089,,US,WA,,America/Los_Angeles,,,,,840530050004,840530050004,840530050004,PM2.5,Permanent,0004,Active,WA1,Washington Department of Ecology,,,,,,,,,,,Permanent,,,,,,,,
ee05585d34e4c349_840MMCA81038,840MMCA81038,,,,PM2.5,UG/M3,AirNow,https://www.airnowapi.org/aq/data/,,,,ee05585d34e4c349,MMCA81038,-120.842915,39.010016,928,US,CA,Placer,America/Los_Angeles,22888,Foresthill Road,,95631,MMCA81038,840MMCA81038,MMCA81038,PM2.5,Temporary,1038,Active,CA8,California Air Resources Board,,,,,,,,"Foresthill Divide School, 22888 Foresthill Road, Foresthill, Placer County, CA 95631, United States of America",,,Temporary,,,,,,,,
